N	CPU	SCAN	FULL
772000	0.004023	0.000433	0.002692
773000	0.003720	0.000434	0.002869
774000	0.003804	0.000433	0.002615
775000	0.003583	0.000480	0.003554
776000	0.003385	0.000443	0.002620
777000	0.003542	0.000448	0.003022
778000	0.003855	0.000482	0.003217
779000	0.003891	0.000464	0.002707
780000	0.003590	0.000435	0.002669
781000	0.003501	0.000462	0.002719
782000	0.003648	0.000449	0.002760
783000	0.003582	0.000448	0.002666
784000	0.003539	0.000468	0.002802
785000	0.003502	0.000448	0.002967
786000	0.003800	0.000449	0.002632
787000	0.003822	0.000436	0.002823
788000	0.003489	0.000476	0.002901
789000	0.003589	0.000434	0.002732
790000	0.003420	0.000437	0.002762
791000	0.003683	0.000440	0.002833
792000	0.003596	0.000440	0.002792
793000	0.003673	0.000438	0.002698
794000	0.003794	0.000444	0.003198
795000	0.004113	0.000437	0.003703
796000	0.003747	0.000436	0.002744
797000	0.003613	0.000437	0.002760
798000	0.004188	0.000437	0.003076
799000	0.004492	0.000447	0.003440
800000	0.004177	0.000446	0.003255
801000	0.003713	0.000458	0.002745
802000	0.003673	0.000458	0.002815
803000	0.003580	0.000440	0.002732
804000	0.003646	0.000442	0.002711
805000	0.003640	0.000457	0.003093
806000	0.003842	0.000446	0.002716
807000	0.003232	0.000446	0.002770
808000	0.003361	0.000462	0.002807
809000	0.003671	0.000445	0.002788
810000	0.003863	0.000447	0.002942
811000	0.003811	0.000446	0.002796
812000	0.003915	0.000513	0.003177
813000	0.003729	0.000465	0.002793
814000	0.003727	0.000445	0.002391
815000	0.003874	0.000447	0.002365
816000	0.003348	0.000451	0.003007
817000	0.004462	0.000449	0.002869
818000	0.003566	0.000504	0.003035
819000	0.003799	0.000450	0.002947
820000	0.003910	0.000500	0.002968
821000	0.003797	0.000451	0.003200
822000	0.003829	0.000455	0.002827
823000	0.004376	0.000495	0.003952
824000	0.003641	0.000473	0.002980
825000	0.003651	0.000477	0.003354
826000	0.003910	0.000453	0.002843
827000	0.003793	0.000524	0.003122
828000	0.003521	0.000467	0.003256
829000	0.003890	0.000455	0.003380
830000	0.003788	0.000462	0.003011
831000	0.003997	0.000455	0.002882
832000	0.004114	0.000482	0.002481
833000	0.004020	0.000469	0.003153
834000	0.004949	0.000456	0.003811
835000	0.004057	0.000457	0.002994
836000	0.003756	0.000457	0.003096
837000	0.003845	0.000456	0.002893
838000	0.003495	0.000476	0.002852
839000	0.003551	0.000466	0.002949
840000	0.004051	0.000459	0.002819
841000	0.003861	0.000460	0.002561
842000	0.003857	0.000459	0.003263
843000	0.003914	0.000457	0.002955
844000	0.003655	0.000464	0.002983
845000	0.004159	0.000464	0.003890
846000	0.003885	0.000462	0.002606
847000	0.003846	0.000466	0.002982
848000	0.003976	0.000467	0.003137
849000	0.003945	0.000463	0.002458
850000	0.004041	0.000562	0.003722
851000	0.004046	0.000463	0.002977
852000	0.004021	0.000529	0.003194
853000	0.004174	0.000468	0.003055
854000	0.004028	0.000494	0.003761
855000	0.003811	0.000517	0.003038
856000	0.003611	0.000477	0.003143
857000	0.004218	0.000464	0.003113
858000	0.003988	0.000474	0.003160
859000	0.003982	0.000520	0.003085
860000	0.004049	0.000436	0.003003
861000	0.004356	0.000519	0.003205
862000	0.003989	0.000490	0.003010
863000	0.003750	0.000470	0.003221
864000	0.004183	0.000495	0.003057
865000	0.004118	0.000496	0.003115
866000	0.003881	0.000501	0.003641
867000	0.004003	0.000481	0.003082
868000	0.004011	0.000504	0.003027
869000	0.003668	0.000471	0.003060
870000	0.004075	0.000496	0.003087
871000	0.003952	0.000475	0.002705
872000	0.003967	0.000472	0.003380
873000	0.003956	0.000473	0.002665
874000	0.003757	0.000473	0.003110
875000	0.004087	0.000504	0.003013
876000	0.004073	0.000473	0.003108
877000	0.003721	0.000494	0.003069
878000	0.004135	0.000486	0.003135
879000	0.004368	0.000478	0.003950
880000	0.004043	0.000473	0.002710
881000	0.003748	0.000476	0.003055
882000	0.004086	0.000475	0.002733
883000	0.004062	0.000478	0.002870
884000	0.004469	0.000505	0.002855
885000	0.004243	0.000476	0.003070
886000	0.004164	0.000488	0.003076
887000	0.003886	0.000811	0.003467
888000	0.003845	0.000487	0.002751
889000	0.004101	0.000481	0.003036
890000	0.004172	0.000491	0.003330
891000	0.003882	0.000498	0.003193
892000	0.004540	0.000560	0.003836
893000	0.004339	0.000503	0.003819
894000	0.004351	0.000499	0.002857
895000	0.003974	0.000521	0.003410
896000	0.004378	0.000487	0.002797
897000	0.004235	0.000481	0.003249
898000	0.005697	0.000539	0.004816
899000	0.004166	0.000491	0.003161
900000	0.004366	0.000495	0.003271
901000	0.004241	0.000541	0.003189
902000	0.004228	0.000483	0.002850
903000	0.004513	0.000495	0.003104
904000	0.003942	0.000502	0.003013
905000	0.004173	0.000519	0.003130
906000	0.004016	0.000488	0.002763
907000	0.004366	0.000549	0.003304
908000	0.004322	0.000491	0.003190
909000	0.003886	0.000490	0.002910
910000	0.004159	0.000519	0.003215
911000	0.004225	0.000515	0.003455
912000	0.004125	0.000504	0.003297
913000	0.004331	0.000521	0.003298
914000	0.004698	0.000506	0.003302
915000	0.004177	0.000525	0.003297
916000	0.004037	0.000491	0.002899
917000	0.004158	0.000577	0.004088
918000	0.004936	0.000581	0.004200
919000	0.004339	0.000489	0.003279
920000	0.004984	0.000494	0.003592
921000	0.004234	0.000489	0.002952
922000	0.004278	0.000488	0.003265
923000	0.004004	0.000547	0.003029
924000	0.004098	0.000535	0.003229
925000	0.004432	0.000494	0.003699
926000	0.004343	0.000490	0.003679
927000	0.004274	0.000493	0.002964
928000	0.004097	0.000491	0.003070
929000	0.004083	0.000490	0.003021
930000	0.004238	0.000527	0.003352
931000	0.004338	0.000492	0.003223
932000	0.004418	0.000493	0.003467
933000	0.004280	0.000505	0.003433
934000	0.004512	0.000513	0.003435
935000	0.004097	0.000495	0.003237
936000	0.004474	0.000507	0.003376
937000	0.004074	0.000497	0.002922
938000	0.004859	0.000509	0.004340
939000	0.004165	0.000497	0.003071
940000	0.004019	0.000518	0.003214
941000	0.004683	0.000520	0.003494
942000	0.004117	0.000497	0.002913
943000	0.004275	0.000503	0.003634
944000	0.004134	0.000547	0.003388
945000	0.004022	0.000499	0.003420
946000	0.004259	0.000618	0.003620
947000	0.004513	0.000504	0.003050
948000	0.004238	0.000509	0.002937
949000	0.004310	0.000793	0.003580
950000	0.004363	0.000503	0.002961
951000	0.004617	0.000566	0.003937
952000	0.004092	0.000505	0.003078
953000	0.004127	0.000503	0.003437
954000	0.004432	0.000505	0.003671
955000	0.004120	0.000515	0.003079
956000	0.004206	0.000511	0.003075
957000	0.004501	0.000507	0.003358
958000	0.004216	0.000506	0.003184
959000	0.004334	0.000518	0.003507
960000	0.004580	0.000509	0.002988
961000	0.004161	0.000505	0.003403
962000	0.004244	0.000509	0.003106
963000	0.004506	0.000514	0.003093
964000	0.004716	0.000519	0.003210
965000	0.004550	0.000521	0.003363
966000	0.004212	0.000508	0.003531
967000	0.004809	0.000519	0.003117
968000	0.004586	0.000555	0.004749
969000	0.004242	0.000511	0.003531
970000	0.004761	0.000511	0.003384
971000	0.004733	0.000518	0.003209
972000	0.004216	0.000513	0.003076
973000	0.004234	0.000520	0.003027
974000	0.004689	0.000504	0.003315
975000	0.004222	0.000511	0.003024
976000	0.004540	0.000509	0.003440
977000	0.004459	0.000527	0.003339
978000	0.004352	0.000516	0.003419
979000	0.004511	0.000528	0.003555
980000	0.004586	0.000518	0.003331
981000	0.004357	0.000518	0.003099
982000	0.004447	0.000517	0.003144
983000	0.004829	0.000521	0.003200
984000	0.004594	0.000515	0.003557
985000	0.004731	0.000543	0.003260
986000	0.004710	0.000595	0.003683
987000	0.004457	0.000563	0.004663
988000	0.004953	0.000548	0.003880
989000	0.004633	0.000519	0.003816
990000	0.004589	0.000519	0.003202
991000	0.004472	0.000518	0.003210
992000	0.004441	0.000552	0.003718
993000	0.004696	0.000546	0.003253
994000	0.004785	0.000571	0.003992
995000	0.004385	0.000520	0.003768
996000	0.004363	0.000533	0.003717
997000	0.004489	0.000555	0.003823
998000	0.004544	0.000549	0.004061
999000	0.004979	0.000527	0.003295
1000000	0.004827	0.000548	0.003208
1001000	0.004696	0.000538	0.003335
1002000	0.004631	0.000573	0.004679
1003000	0.004511	0.000524	0.003441
1004000	0.004858	0.000528	0.003200
1005000	0.004541	0.000523	0.003827
1006000	0.004699	0.000572	0.004038
1007000	0.004496	0.000537	0.003326
1008000	0.005028	0.000683	0.004102
1009000	0.005064	0.000538	0.003642
1010000	0.004636	0.000533	0.003276
1011000	0.004718	0.000526	0.003346
1012000	0.004843	0.000540	0.003843
1013000	0.004539	0.000551	0.003305
1014000	0.004542	0.000527	0.003348
1015000	0.005306	0.000535	0.003881
1016000	0.004745	0.000555	0.003325
1017000	0.004676	0.000542	0.003349
1018000	0.004482	0.000544	0.003672
1019000	0.004903	0.000523	0.003789
1020000	0.005237	0.000578	0.003829
1021000	0.005065	0.000553	0.003752
1022000	0.004601	0.000525	0.004057
1023000	0.004582	0.000535	0.003964
1024000	0.004697	0.000548	0.003367
1025000	0.004780	0.000552	0.003269
1026000	0.004713	0.000543	0.003509
1027000	0.005189	0.000537	0.003531
1028000	0.004809	0.000530	0.003966
1029000	0.004604	0.000536	0.003675
1030000	0.004689	0.000536	0.004168
1031000	0.004840	0.000537	0.003638
1032000	0.004769	0.000537	0.003511
1033000	0.004636	0.000561	0.003571
1034000	0.004826	0.000541	0.003369
1035000	0.004654	0.000539	0.003648
1036000	0.004701	0.000567	0.003673
1037000	0.004636	0.000546	0.003412
1038000	0.005340	0.000545	0.004502
1039000	0.005840	0.000718	0.005110
1040000	0.004697	0.000541	0.003481
1041000	0.005227	0.000540	0.003513
1042000	0.004824	0.000553	0.003473
1043000	0.004897	0.000541	0.003743
1044000	0.004545	0.000543	0.003571
1045000	0.004793	0.000581	0.003832
1046000	0.004812	0.000542	0.003434
1047000	0.004864	0.001094	0.004619
1048000	0.004878	0.000563	0.003431

