ArraySize	BinarySumTime	BinarySumTotal	ParallelSumTime	ParallelSumTotal	FastSumTime	FastSumTotal	BinParDiff	BinFastDiff	ParFastDiff
7600000	0.0124612	1.89964e+07	0.0036478	1.89964e+07	0.00314713	1.89964e+07	-6.33299e-07	-6.33299e-07	0
7700000	0.012701	1.9256e+07	0.0036552	1.9256e+07	0.00311089	1.9256e+07	-7.7486e-07	-7.71135e-07	3.72529e-09
7800000	0.0128889	1.95004e+07	0.00372505	1.95004e+07	0.00318289	1.95004e+07	4.39584e-07	4.39584e-07	0
7900000	0.0129309	1.9757e+07	0.00377321	1.9757e+07	0.0032289	1.9757e+07	6.33299e-08	6.33299e-08	0
8000000	0.0131149	2.00024e+07	0.00384808	2.00024e+07	0.003268	2.00024e+07	4.61936e-07	4.61936e-07	0
8100000	0.0133369	2.0257e+07	0.00404811	2.0257e+07	0.00333881	2.0257e+07	1.56462e-07	1.52737e-07	-3.72529e-09
8200000	0.0133991	2.05062e+07	0.00908899	2.05062e+07	0.00358391	2.05062e+07	2.08616e-07	2.08616e-07	0
8300000	0.019151	2.07523e+07	0.00458598	2.07523e+07	0.00356889	2.07523e+07	-3.72529e-08	-3.72529e-08	0
8400000	0.013695	2.09968e+07	0.00467014	2.09968e+07	0.0035789	2.09968e+07	-1.30385e-07	-1.30385e-07	0
8500000	0.013804	2.12548e+07	0.0046351	2.12548e+07	0.00358701	2.12548e+07	-5.84871e-07	-5.84871e-07	0
8600000	0.0143218	2.14995e+07	0.00471807	2.14995e+07	0.00366998	2.14995e+07	1.08033e-07	1.08033e-07	0
8700000	0.0113771	2.17382e+07	0.00283694	2.17382e+07	0.00284815	2.17382e+07	2.94298e-07	2.90573e-07	-3.72529e-09
8800000	0.0118771	2.20045e+07	0.00290513	2.20045e+07	0.002949	2.20045e+07	7.26432e-07	7.26432e-07	0
8900000	0.0118821	2.22579e+07	0.00292516	2.22579e+07	0.00289488	2.22579e+07	7.18981e-07	7.18981e-07	0
9000000	0.0120821	2.2504e+07	0.00295997	2.2504e+07	0.00286484	2.2504e+07	-8.56817e-08	-8.56817e-08	0
9100000	0.012202	2.27559e+07	0.00297904	2.27559e+07	0.00294304	2.27559e+07	-1.19209e-07	-1.19209e-07	0
9200000	0.012306	2.29887e+07	0.00303292	2.29887e+07	0.00297403	2.29887e+07	1.82539e-07	1.86265e-07	3.72529e-09
9300000	0.0124331	2.3254e+07	0.00303698	2.3254e+07	0.00300908	2.3254e+07	2.23517e-08	2.23517e-08	0
9400000	0.0125499	2.34993e+07	0.00306797	2.34993e+07	0.00304508	2.34993e+07	9.90927e-07	9.90927e-07	0
9500000	0.0127749	2.375e+07	0.00316787	2.375e+07	0.00307417	2.375e+07	1.56462e-07	1.52737e-07	-3.72529e-09
9600000	0.0129619	2.4007e+07	0.00311613	2.4007e+07	0.00313902	2.4007e+07	-1.16974e-06	-1.16974e-06	0
9700000	0.013026	2.42533e+07	0.00318599	2.42533e+07	0.00309491	2.42533e+07	1.35973e-06	1.36346e-06	3.72529e-09
9800000	0.0132201	2.45102e+07	0.00317907	2.45102e+07	0.00324202	2.45102e+07	2.71946e-07	2.75671e-07	3.72529e-09
9900000	0.0134799	2.47491e+07	0.00324702	2.47491e+07	0.00322413	2.47491e+07	1.07661e-06	1.07288e-06	-3.72529e-09
10000000	0.0134661	2.49989e+07	0.00324106	2.49989e+07	0.00323296	2.49989e+07	1.11759e-07	1.11759e-07	0
