ArraySize	BinarySumTime	BinarySumTotal	ParallelSumTime	ParallelSumTotal	FastSumTime	FastSumTotal	BinParDiff	BinFastDiff	ParFastDiff
5800000	0.013823	1.44961e+07	0.00672197	1.44961e+07	0.0065949	1.44961e+07	3.81842e-07	3.81842e-07	0
5900000	0.0141401	1.47473e+07	0.00683403	1.47473e+07	0.00671196	1.47473e+07	-6.10948e-07	-6.10948e-07	0
6000000	0.0142848	1.50033e+07	0.00694513	1.50033e+07	0.00682402	1.50033e+07	7.33882e-07	7.33882e-07	0
6100000	0.0146379	1.52435e+07	0.007061	1.52435e+07	0.00693703	1.52435e+07	8.13976e-07	8.13976e-07	0
6200000	0.014982	1.54995e+07	0.00717592	1.54995e+07	0.00704718	1.54995e+07	1.77138e-06	1.77138e-06	0
6300000	0.0151401	1.57497e+07	0.00728798	1.57497e+07	0.0071671	1.57497e+07	-6.89179e-08	-6.89179e-08	0
6400000	0.01543	1.59985e+07	0.00742698	1.59985e+07	0.00728512	1.59985e+07	-9.2946e-07	-9.2946e-07	0
6500000	0.015728	1.62491e+07	0.00752091	1.62491e+07	0.00739408	1.62491e+07	4.58211e-07	4.58211e-07	0
6600000	0.0159731	1.65013e+07	0.00762606	1.65013e+07	0.00750995	1.65013e+07	3.46452e-07	3.46452e-07	0
6700000	0.0162301	1.67552e+07	0.00775003	1.67552e+07	0.00762105	1.67552e+07	5.55068e-07	5.55068e-07	0
6800000	0.016566	1.69991e+07	0.00785303	1.69991e+07	0.00773597	1.69991e+07	-1.21072e-06	-1.21072e-06	0
6900000	0.016824	1.72474e+07	0.00797892	1.72474e+07	0.0078342	1.72474e+07	8.00937e-07	8.00937e-07	0
7000000	0.0170479	1.74967e+07	0.00810909	1.74967e+07	0.00794697	1.74967e+07	-7.30157e-07	-7.30157e-07	0
7100000	0.0173988	1.7753e+07	0.00820804	1.7753e+07	0.00807881	1.7753e+07	-4.47035e-07	-4.47035e-07	0
7200000	0.0177078	1.79954e+07	0.00832105	1.79954e+07	0.00823998	1.79954e+07	8.3074e-07	8.3074e-07	0
7300000	0.017957	1.82527e+07	0.00845194	1.82527e+07	0.00829411	1.82527e+07	1.07288e-06	1.07288e-06	0
7400000	0.0182118	1.85018e+07	0.00855112	1.85018e+07	0.00841904	1.85018e+07	1.68011e-06	1.68011e-06	0
7500000	0.018512	1.87432e+07	0.00866699	1.87432e+07	0.00851512	1.87432e+07	-8.45641e-07	-8.45641e-07	0
7600000	0.0187171	1.89964e+07	0.00879407	1.89964e+07	0.00862813	1.89964e+07	1.09524e-06	1.09524e-06	0
7700000	0.0190489	1.9256e+07	0.00890994	1.9256e+07	0.00875998	1.9256e+07	-1.10269e-06	-1.10269e-06	0
7800000	0.0193419	1.95004e+07	0.00901294	1.95004e+07	0.00886393	1.95004e+07	4.5076e-07	4.5076e-07	0
7900000	0.0195482	1.9757e+07	0.00912595	1.9757e+07	0.00896788	1.9757e+07	-1.28523e-06	-1.28523e-06	0
8000000	0.019846	2.00024e+07	0.00925207	2.00024e+07	0.00909996	2.00024e+07	-9.23872e-07	-9.23872e-07	0
8100000	0.0202229	2.0257e+07	0.00936413	2.0257e+07	0.00939584	2.0257e+07	9.42498e-07	9.42498e-07	0
8200000	0.02036	2.05062e+07	0.00947309	2.05062e+07	0.00932598	2.05062e+07	-9.87202e-07	-9.87202e-07	0
8300000	0.026166	2.07523e+07	0.00960588	2.07523e+07	0.00943708	2.07523e+07	6.96629e-07	6.96629e-07	0
8400000	0.0206721	2.09968e+07	0.00970411	2.09968e+07	0.00954986	2.09968e+07	2.66731e-06	2.66731e-06	0
8500000	0.021029	2.12548e+07	0.00983286	2.12548e+07	0.00964904	2.12548e+07	5.21541e-07	5.21541e-07	0
8600000	0.021359	2.14995e+07	0.009974	2.14995e+07	0.00977612	2.14995e+07	4.17978e-06	4.17978e-06	0
8700000	0.0216389	2.17382e+07	0.010062	2.17382e+07	0.00988007	2.17382e+07	-2.39536e-06	-2.39536e-06	0
8800000	0.02177	2.20045e+07	0.010181	2.20045e+07	0.0100031	2.20045e+07	-1.31875e-06	-1.31875e-06	0
8900000	0.0222142	2.22579e+07	0.0103011	2.22579e+07	0.0101249	2.22579e+07	-9.68575e-08	-9.68575e-08	0
9000000	0.0224311	2.2504e+07	0.010407	2.2504e+07	0.0102282	2.2504e+07	1.00583e-07	1.00583e-07	0
9100000	0.0228059	2.27559e+07	0.0105209	2.27559e+07	0.010339	2.27559e+07	-5.51343e-07	-5.51343e-07	0
9200000	0.023139	2.29887e+07	0.0106261	2.29887e+07	0.010457	2.29887e+07	-3.58745e-06	-3.58745e-06	0
9300000	0.0233202	2.3254e+07	0.0107431	2.3254e+07	0.0105639	2.3254e+07	1.5907e-06	1.5907e-06	0
9400000	0.0235481	2.34993e+07	0.01087	2.34993e+07	0.0106831	2.34993e+07	-1.06916e-06	-1.06916e-06	0
9500000	0.0239639	2.375e+07	0.010988	2.375e+07	0.0107951	2.375e+07	1.8999e-06	1.8999e-06	0
9600000	0.024132	2.4007e+07	0.0111001	2.4007e+07	0.0109198	2.4007e+07	3.20375e-07	3.20375e-07	0
9700000	0.0244269	2.42533e+07	0.0112019	2.42533e+07	0.0110281	2.42533e+07	-4.76837e-07	-4.76837e-07	0
9800000	0.0247991	2.45102e+07	0.011323	2.45102e+07	0.0111461	2.45102e+07	-6.59376e-07	-6.59376e-07	0
9900000	0.025033	2.47491e+07	0.0114529	2.47491e+07	0.01125	2.47491e+07	2.98396e-06	2.98396e-06	0
10000000	0.025274	2.49989e+07	0.011564	2.49989e+07	0.0113518	2.49989e+07	3.65078e-07	3.65078e-07	0
