ArraySize	BinarySumTime	BinarySumTotal	ParallelSumTime	ParallelSumTotal	FastSumTime	FastSumTotal	BinParDiff	BinFastDiff	ParFastDiff
1000000	0.003438	2.50003e+06	0.000117779	2.50003e+06	7.31945e-05	2.50003e+06	-1.39698e-09	-1.39698e-09	0
1100000	0.00237107	2.74929e+06	0.000104904	2.74929e+06	8.2016e-05	2.74929e+06	6.0536e-09	6.0536e-09	0
1200000	0.00162506	3.00025e+06	0.000115871	3.00025e+06	8.82149e-05	3.00025e+06	3.72529e-09	4.19095e-09	4.65661e-10
1300000	0.00173903	3.24947e+06	0.000116825	3.24947e+06	9.41753e-05	3.24947e+06	-7.91624e-09	-7.45058e-09	4.65661e-10
1400000	0.00190401	3.50016e+06	0.000118971	3.50016e+06	9.89437e-05	3.50016e+06	0	-4.65661e-10	-4.65661e-10
1500000	0.00194693	3.7517e+06	0.000118017	3.7517e+06	0.000106096	3.7517e+06	-6.51926e-09	-5.58794e-09	9.31323e-10
1600000	0.00206208	3.99833e+06	0.000134945	3.99833e+06	0.00121999	3.99833e+06	-3.72529e-09	-2.79397e-09	9.31323e-10
1700000	0.00212812	4.25074e+06	0.000136852	4.25074e+06	0.00011611	4.25074e+06	-1.30385e-08	-1.39698e-08	-9.31323e-10
1800000	0.002177	4.50223e+06	0.000138998	4.50223e+06	0.000122786	4.50223e+06	8.3819e-09	7.45058e-09	-9.31323e-10
1900000	0.00223804	4.74753e+06	0.000148773	4.74753e+06	0.000129938	4.74753e+06	-1.95578e-08	-1.95578e-08	0
2000000	0.00240588	5.00233e+06	0.0001719	5.00233e+06	0.000136137	5.00233e+06	-8.3819e-09	-7.45058e-09	9.31323e-10
2100000	0.00252891	5.25232e+06	0.000164032	5.25232e+06	0.00014019	5.25232e+06	1.86265e-09	1.86265e-09	0
2200000	0.00264502	5.50016e+06	0.000173092	5.50016e+06	0.000148058	5.50016e+06	1.58325e-08	1.58325e-08	0
2300000	0.00275493	5.74745e+06	0.00018096	5.74745e+06	0.000154018	5.74745e+06	-9.31323e-10	0	9.31323e-10
2400000	0.00287199	5.99537e+06	0.000194073	5.99537e+06	0.000159979	5.99537e+06	-6.51926e-09	-6.51926e-09	0
2500000	0.00302196	6.2474e+06	0.000211	6.2474e+06	0.000164986	6.2474e+06	-1.39698e-08	-1.39698e-08	0
2600000	0.00316501	6.50231e+06	0.000225067	6.50231e+06	0.000174999	6.50231e+06	0	0	0
2700000	0.00328588	6.75321e+06	0.000230074	6.75321e+06	0.000180006	6.75321e+06	1.02445e-08	1.11759e-08	9.31323e-10
2800000	0.00341296	7.00317e+06	0.000253916	7.00317e+06	0.00018692	7.00317e+06	1.39698e-08	1.49012e-08	9.31323e-10
2900000	0.00352812	7.24932e+06	0.000309944	7.24932e+06	0.000198126	7.24932e+06	-8.3819e-09	-1.11759e-08	-2.79397e-09
3000000	0.00369501	7.49921e+06	0.000332117	7.49921e+06	0.000218868	7.49921e+06	2.04891e-08	1.95578e-08	-9.31323e-10
3100000	0.00378299	7.74886e+06	0.000374079	7.74886e+06	0.000236988	7.74886e+06	1.76951e-08	1.76951e-08	0
3200000	0.00397801	8.00172e+06	0.000512123	8.00172e+06	0.000265837	8.00172e+06	-1.21072e-08	-1.30385e-08	-9.31323e-10
3300000	0.00404096	8.24853e+06	0.00052309	8.24853e+06	0.000283957	8.24853e+06	8.3819e-09	8.3819e-09	0
3400000	0.00417018	8.50254e+06	0.000588894	8.50254e+06	0.00032711	8.50254e+06	2.42144e-08	2.42144e-08	0
3500000	0.00433397	8.7514e+06	0.000667095	8.7514e+06	0.000349998	8.7514e+06	-7.45058e-09	-7.45058e-09	0
3600000	0.00443912	9.00071e+06	0.00071311	9.00071e+06	0.000394821	9.00071e+06	-1.86265e-09	-1.86265e-09	0
3700000	0.00454903	9.25165e+06	0.000792027	9.25165e+06	0.000422955	9.25165e+06	1.86265e-09	1.86265e-09	0
3800000	0.00473809	9.50508e+06	0.000870943	9.50508e+06	0.000457048	9.50508e+06	1.11759e-08	1.30385e-08	1.86265e-09
3900000	0.00481606	9.75055e+06	0.00096488	9.75055e+06	0.00049305	9.75055e+06	-2.23517e-08	-2.42144e-08	-1.86265e-09
4000000	0.00495791	1.00012e+07	0.00101805	1.00012e+07	0.000529051	1.00012e+07	-1.86265e-08	-1.49012e-08	3.72529e-09
4100000	0.00503707	1.02465e+07	0.00109577	1.02465e+07	0.000553131	1.02465e+07	-4.28408e-08	-4.28408e-08	0
4200000	0.00603294	1.0503e+07	0.00121903	1.0503e+07	0.000555992	1.0503e+07	3.1665e-08	3.1665e-08	0
4300000	0.00531316	1.07432e+07	0.00121784	1.07432e+07	0.000622034	1.07432e+07	-1.11759e-08	-7.45058e-09	3.72529e-09
