2,1000,10,0.020379
2,2000,10,0.136459
2,3000,10,0.258604
2,4000,10,0.477609
2,5000,10,0.746206
2,6000,10,1.090068
2,7000,10,1.460174
2,8000,10,1.906375
2,9000,10,2.433473
2,10000,10,3.002207
4,1000,10,0.053629
4,2000,10,0.299029
4,3000,10,0.70875
4,4000,10,1.099327
4,5000,10,1.742966
4,6000,10,2.504551
4,7000,10,3.386577
4,8000,10,4.398488
4,9000,10,5.766918
4,10000,10,6.955323
6,1000,10,0.073665
6,2000,10,0.459336
6,3000,10,1.04364
6,4000,10,1.828562
6,5000,10,2.721605
6,6000,10,3.926353
6,7000,10,5.35323
6,8000,10,6.917306
6,9000,10,8.825196
6,10000,10,10.912314
8,1000,10,0.09928
8,2000,10,0.629442
8,3000,10,1.414044
8,4000,10,2.532726
8,5000,10,3.94095
8,6000,10,5.425805
8,7000,10,7.366136
8,8000,10,9.490978
8,9000,10,12.136922
8,10000,10,15.069665
10,1000,10,0.126987
10,2000,10,0.808409
10,3000,10,1.764827
10,4000,10,3.116601
10,5000,10,4.930537
10,6000,10,7.373303
10,7000,10,10.043189
10,8000,10,12.912676
10,9000,10,16.692491
10,10000,10,20.374659
12,1000,10,0.155059
12,2000,10,0.965746
12,3000,10,2.177371
12,4000,10,3.751707
12,5000,10,5.851411
12,6000,10,9.082159
12,7000,10,12.007238
12,8000,10,15.806946
12,9000,10,20.062044
12,10000,10,24.73259
14,1000,10,0.183928
14,2000,10,1.100153
14,3000,10,2.578683
14,4000,10,4.384402
14,5000,10,7.22704
14,6000,10,9.989621
14,7000,10,13.983579
14,8000,10,18.20612
14,9000,10,22.890707
14,10000,10,28.345339
16,1000,10,0.221878
16,2000,10,1.286739
16,3000,10,2.976345
16,4000,10,5.106425
16,5000,10,8.866403
16,6000,10,12.814383
16,7000,10,17.124228
16,8000,10,22.43411
16,9000,10,28.589346
16,10000,10,35.063623
18,1000,10,0.268697
18,2000,10,1.424083
18,3000,10,3.388324
18,4000,10,5.771631
18,5000,10,10.116676
18,6000,10,14.663935
18,7000,10,19.884819
18,8000,10,25.541669
18,9000,10,32.376339
18,10000,10,39.673532
20,1000,10,0.333521
20,2000,10,1.620564
20,3000,10,3.624325
20,4000,10,6.355491
20,5000,10,11.436658
20,6000,10,16.113477
20,7000,10,21.874355
20,8000,10,27.817531
20,9000,10,35.712877
20,10000,10,43.59197
22,1000,10,0.354921
22,2000,10,1.762598
22,3000,10,3.992259
22,4000,10,6.966465
22,5000,10,10.968829
22,6000,10,17.301347
22,7000,10,23.587472
22,8000,10,30.543062
22,9000,10,38.517801
22,10000,10,47.560812
24,1000,10,0.391542
24,2000,10,1.94607
24,3000,10,4.373152
24,4000,10,7.674342
24,5000,10,12.07852
24,6000,10,19.074994
24,7000,10,25.700786
24,8000,10,33.31987
24,9000,10,42.017523
24,10000,10,51.211287
2,1000,20,0.032742
2,2000,20,0.270545
2,3000,20,0.496864
2,4000,20,0.912756
2,5000,20,1.434141
2,6000,20,2.066387
2,7000,20,2.808131
2,8000,20,3.642194
2,9000,20,4.678356
2,10000,20,5.753108
4,1000,20,0.090959
4,2000,20,0.572401
4,3000,20,1.324175
4,4000,20,2.148483
4,5000,20,3.292899
4,6000,20,4.877748
4,7000,20,6.567316
4,8000,20,8.497864
4,9000,20,10.749092
4,10000,20,13.579091
6,1000,20,0.126098
6,2000,20,0.8876
6,3000,20,2.020508
6,4000,20,3.558408
6,5000,20,5.314547
6,6000,20,7.67851
6,7000,20,10.507109
6,8000,20,13.471102
6,9000,20,17.28648
6,10000,20,21.062676
8,1000,20,0.167344
8,2000,20,1.210435
8,3000,20,2.778937
8,4000,20,4.939472
8,5000,20,7.591528
8,6000,20,10.618384
8,7000,20,14.306206
8,8000,20,18.501096
8,9000,20,23.669585
8,10000,20,29.481381
10,1000,20,0.212226
10,2000,20,1.571602
10,3000,20,3.46625
10,4000,20,6.119235
10,5000,20,9.65456
10,6000,20,14.767995
10,7000,20,19.966966
10,8000,20,25.592594
10,9000,20,32.815884
10,10000,20,40.213872
12,1000,20,0.258336
12,2000,20,1.882352
12,3000,20,4.260801
12,4000,20,7.387309
12,5000,20,11.399626
12,6000,20,17.896065
12,7000,20,23.974581
12,8000,20,30.907684
12,9000,20,39.679204
12,10000,20,48.020079
14,1000,20,0.315857
14,2000,20,2.130651
14,3000,20,5.031811
14,4000,20,8.591815
14,5000,20,13.543224
14,6000,20,19.731897
14,7000,20,27.670768
14,8000,20,35.423996
14,9000,20,45.306
14,10000,20,55.390809
16,1000,20,0.358594
16,2000,20,2.48744
16,3000,20,5.856917
16,4000,20,9.944998
16,5000,20,17.385804
16,6000,20,25.289883
16,7000,20,33.918028
16,8000,20,44.810773
16,9000,20,55.961926
16,10000,20,69.330164
18,1000,20,0.428923
18,2000,20,2.774254
18,3000,20,6.599959
18,4000,20,11.264932
18,5000,20,20.174957
18,6000,20,28.643817
18,7000,20,38.788858
18,8000,20,50.302635
18,9000,20,63.896622
18,10000,20,78.394022
20,1000,20,0.571861
20,2000,20,3.079145
20,3000,20,7.012828
20,4000,20,12.396813
20,5000,20,22.287071
20,6000,20,31.940685
20,7000,20,42.896925
20,8000,20,54.976565
20,9000,20,70.790668
20,10000,20,87.249313
22,1000,20,1.26164
22,2000,20,3.403568
22,3000,20,7.824877
22,4000,20,13.792122
22,5000,20,21.450991
22,6000,20,34.396845
22,7000,20,46.580727
22,8000,20,60.247076
22,9000,20,75.937982
22,10000,20,93.974285
24,1000,20,0.663125
24,2000,20,3.768075
24,3000,20,8.591822
24,4000,20,15.008763
24,5000,20,23.55508
24,6000,20,37.979214
24,7000,20,50.097464
24,8000,20,66.284161
24,9000,20,83.04283
24,10000,20,101.5272
2,1000,30,0.04666
2,2000,30,0.399461
2,3000,30,0.732347
2,4000,30,1.348239
2,5000,30,2.118558
2,6000,30,3.052083
2,7000,30,4.165315
2,8000,30,5.396511
2,9000,30,6.878303
2,10000,30,8.533437
4,1000,30,0.132812
4,2000,30,0.858489
4,3000,30,1.949498
4,4000,30,3.177668
4,5000,30,5.114152
4,6000,30,7.223182
4,7000,30,9.878397
4,8000,30,12.595364
4,9000,30,16.335341
4,10000,30,20.171131
6,1000,30,0.172504
6,2000,30,1.318211
6,3000,30,3.037205
6,4000,30,5.333981
6,5000,30,7.804406
6,6000,30,11.541959
6,7000,30,15.420577
6,8000,30,19.956147
6,9000,30,25.706195
6,10000,30,31.523202
8,1000,30,0.241091
8,2000,30,1.779784
8,3000,30,4.114899
8,4000,30,7.26897
8,5000,30,11.36909
8,6000,30,15.773654
8,7000,30,21.284683
8,8000,30,27.678697
8,9000,30,35.109911
8,10000,30,43.782298
10,1000,30,0.301726
10,2000,30,2.312582
10,3000,30,5.16856
10,4000,30,9.089632
10,5000,30,14.289325
10,6000,30,22.129176
10,7000,30,29.622421
10,8000,30,38.640657
10,9000,30,49.069782
10,10000,30,59.780155
12,1000,30,0.381567
12,2000,30,2.779186
12,3000,30,6.299949
12,4000,30,10.976495
12,5000,30,17.031563
12,6000,30,26.636981
12,7000,30,35.842222
12,8000,30,46.79743
12,9000,30,58.870064
12,10000,30,71.997179
14,1000,30,0.440828
14,2000,30,3.133807
14,3000,30,7.534235
14,4000,30,12.818404
14,5000,30,20.309917
14,6000,30,29.137429
14,7000,30,41.246133
14,8000,30,53.202666
14,9000,30,67.539333
14,10000,30,82.446534
16,1000,30,0.523167
16,2000,30,3.648193
16,3000,30,8.704227
16,4000,30,14.797494
16,5000,30,25.901133
16,6000,30,37.686908
16,7000,30,50.884435
16,8000,30,66.391223
16,9000,30,83.713907
16,10000,30,102.947517
18,1000,30,0.59376
18,2000,30,4.133838
18,3000,30,9.826543
18,4000,30,16.973051
18,5000,30,29.828267
18,6000,30,43.332176
18,7000,30,58.168755
18,8000,30,75.474439
18,9000,30,95.927366
18,10000,30,117.429223
20,1000,30,0.808407
20,2000,30,4.570373
20,3000,30,10.43268
20,4000,30,18.570962
20,5000,30,32.806553
20,6000,30,47.29348
20,7000,30,65.256864
20,8000,30,83.29866
20,9000,30,105.620054
20,10000,30,129.84446
22,1000,30,0.882961
22,2000,30,4.986928
22,3000,30,11.498056
22,4000,30,20.407052
22,5000,30,36.314775
22,6000,30,50.813217
22,7000,30,69.414063
22,8000,30,88.976564
22,9000,30,113.539846
22,10000,30,140.282667
24,1000,30,1.003438
24,2000,30,5.660809
24,3000,30,12.766771
24,4000,30,22.781384
24,5000,30,35.254536
24,6000,30,57.147696
24,7000,30,75.731926
24,8000,30,98.775315
24,9000,30,123.836165
24,10000,30,151.95966
2,1000,40,0.061174
2,2000,40,0.525235
2,3000,40,0.977955
2,4000,40,1.78053
2,5000,40,2.795795
2,6000,40,4.043775
2,7000,40,5.495598
2,8000,40,7.102904
2,9000,40,9.119865
2,10000,40,11.288737
4,1000,40,0.17184
4,2000,40,1.133178
4,3000,40,2.583215
4,4000,40,4.135652
4,5000,40,6.583189
4,6000,40,9.588758
4,7000,40,12.836907
4,8000,40,16.66685
4,9000,40,21.566104
4,10000,40,26.570225
6,1000,40,0.224367
6,2000,40,1.754522
6,3000,40,3.996954
6,4000,40,7.097602
6,5000,40,10.445677
6,6000,40,15.20175
6,7000,40,20.595069
6,8000,40,26.557792
6,9000,40,34.068918
6,10000,40,41.721971
8,1000,40,0.303589
8,2000,40,2.345581
8,3000,40,5.452768
8,4000,40,9.731578
8,5000,40,15.06424
8,6000,40,20.904521
8,7000,40,28.213403
8,8000,40,36.9295
8,9000,40,47.214089
8,10000,40,58.021819
10,1000,40,0.388853
10,2000,40,3.051143
10,3000,40,6.858899
10,4000,40,12.153483
10,5000,40,19.08058
10,6000,40,29.328397
10,7000,40,39.354542
10,8000,40,50.779922
10,9000,40,64.929294
10,10000,40,79.500816
12,1000,40,0.491921
12,2000,40,3.683163
12,3000,40,8.375289
12,4000,40,14.440079
12,5000,40,22.541155
12,6000,40,35.474198
12,7000,40,47.701878
12,8000,40,62.531599
12,9000,40,78.555923
12,10000,40,96.032121
14,1000,40,0.58293
14,2000,40,4.154788
14,3000,40,10.011463
14,4000,40,16.884018
14,5000,40,26.794924
14,6000,40,38.850106
14,7000,40,55.145564
14,8000,40,69.615896
14,9000,40,89.770458
14,10000,40,110.323499
16,1000,40,0.670991
16,2000,40,4.890681
16,3000,40,11.742103
16,4000,40,19.800633
16,5000,40,34.613222
16,6000,40,50.1382
16,7000,40,67.478722
16,8000,40,89.016766
16,9000,40,111.667082
16,10000,40,138.291094
18,1000,40,0.782088
18,2000,40,5.429901
18,3000,40,13.009459
18,4000,40,22.029474
18,5000,40,40.076968
18,6000,40,57.51264
18,7000,40,77.831422
18,8000,40,100.019013
18,9000,40,127.213657
18,10000,40,156.46012
20,1000,40,1.047521
20,2000,40,6.08741
20,3000,40,14.058468
20,4000,40,24.544725
20,5000,40,43.659203
20,6000,40,62.969548
20,7000,40,85.693734
20,8000,40,108.347357
20,9000,40,140.031295
20,10000,40,171.972383
22,1000,40,1.127814
22,2000,40,6.677134
22,3000,40,15.315725
22,4000,40,27.069674
22,5000,40,42.714172
22,6000,40,69.98559
22,7000,40,92.929124
22,8000,40,118.97828
22,9000,40,151.13242
22,10000,40,186.340319
24,1000,40,1.236266
24,2000,40,7.404596
24,3000,40,16.84875
24,4000,40,29.723326
24,5000,40,46.476946
24,6000,40,75.098572
24,7000,40,101.446179
24,8000,40,131.115025
24,9000,40,165.89333
24,10000,40,201.172876
2,1000,50,0.076038
2,2000,50,0.652484
2,3000,50,1.200537
2,4000,50,2.234051
2,5000,50,3.495484
2,6000,50,5.045005
2,7000,50,6.860148
2,8000,50,8.824612
2,9000,50,11.323104
2,10000,50,13.991298
4,1000,50,0.213968
4,2000,50,1.403541
4,3000,50,3.217792
4,4000,50,5.297777
4,5000,50,8.184707
4,6000,50,11.919495
4,7000,50,16.174172
4,8000,50,20.871304
4,9000,50,26.983029
4,10000,50,33.552577
6,1000,50,0.27352
6,2000,50,2.205169
6,3000,50,5.002193
6,4000,50,8.948653
6,5000,50,12.92613
6,6000,50,18.960595
6,7000,50,25.64174
6,8000,50,33.180699
6,9000,50,42.631125
6,10000,50,52.292598
8,1000,50,0.386131
8,2000,50,2.939999
8,3000,50,6.861548
8,4000,50,12.104513
8,5000,50,18.879593
8,6000,50,26.21283
8,7000,50,35.330768
8,8000,50,46.061454
8,9000,50,58.301769
8,10000,50,72.456928
10,1000,50,0.50377
10,2000,50,3.814251
10,3000,50,8.564012
10,4000,50,15.08718
10,5000,50,23.676178
10,6000,50,36.652882
10,7000,50,49.079412
10,8000,50,63.385009
10,9000,50,81.25327
10,10000,50,99.045474
12,1000,50,0.58753
12,2000,50,4.594035
12,3000,50,10.442986
12,4000,50,18.216121
12,5000,50,28.141314
12,6000,50,43.374838
12,7000,50,59.526672
12,8000,50,76.818719
12,9000,50,98.161267
12,10000,50,118.63551
14,1000,50,0.715048
14,2000,50,5.141718
14,3000,50,12.636774
14,4000,50,21.042715
14,5000,50,33.447924
14,6000,50,48.812973
14,7000,50,68.941936
14,8000,50,87.85813
14,9000,50,111.406379
14,10000,50,137.547877
16,1000,50,0.822173
16,2000,50,6.027759
16,3000,50,14.400371
16,4000,50,24.679769
16,5000,50,43.507927
16,6000,50,62.988691
16,7000,50,84.882188
16,8000,50,110.708476
16,9000,50,139.634911
16,10000,50,171.028034
18,1000,50,0.952721
18,2000,50,6.75481
18,3000,50,16.146087
18,4000,50,27.719082
18,5000,50,48.978722
18,6000,50,70.943546
18,7000,50,96.439662
18,8000,50,124.339144
18,9000,50,159.131397
18,10000,50,193.981019
20,1000,50,1.258258
20,2000,50,7.564766
20,3000,50,17.396119
20,4000,50,30.871908
20,5000,50,55.770227
20,6000,50,78.614257
20,7000,50,105.947221
20,8000,50,135.906484
20,9000,50,174.357218
20,10000,50,215.912837
22,1000,50,1.394139
22,2000,50,8.282908
22,3000,50,19.07617
22,4000,50,33.694008
22,5000,50,52.764323
22,6000,50,85.899543
22,7000,50,114.998254
22,8000,50,148.208949
22,9000,50,189.184009
22,10000,50,231.487983
24,1000,50,1.599377
24,2000,50,9.177377
24,3000,50,21.158951
24,4000,50,37.066911
24,5000,50,58.209063
24,6000,50,94.025202
24,7000,50,125.452988
24,8000,50,163.205068
24,9000,50,206.093265
24,10000,50,250.449711
2,1000,60,0.090634
2,2000,60,0.779951
2,3000,60,1.446908
2,4000,60,2.671476
2,5000,60,4.168972
2,6000,60,6.012265
2,7000,60,8.252644
2,8000,60,10.643912
2,9000,60,13.547916
2,10000,60,16.853831
4,1000,60,0.258647
4,2000,60,1.682798
4,3000,60,3.8456
4,4000,60,6.342053
4,5000,60,9.818683
4,6000,60,14.390693
4,7000,60,19.488916
4,8000,60,25.080379
4,9000,60,32.184367
4,10000,60,40.872983
6,1000,60,0.33078
6,2000,60,2.625771
6,3000,60,5.98566
6,4000,60,10.65918
6,5000,60,15.498027
6,6000,60,22.770261
6,7000,60,30.669162
6,8000,60,39.859013
6,9000,60,50.957386
6,10000,60,62.547949
8,1000,60,0.457095
8,2000,60,3.486964
8,3000,60,8.068558
8,4000,60,14.617494
8,5000,60,22.607814
8,6000,60,31.410673
8,7000,60,42.045551
8,8000,60,54.795763
8,9000,60,69.573982
8,10000,60,86.388429
10,1000,60,0.565307
10,2000,60,4.575728
10,3000,60,10.215057
10,4000,60,18.168115
10,5000,60,28.424461
10,6000,60,43.033953
10,7000,60,58.692384
10,8000,60,76.402914
10,9000,60,96.323626
10,10000,60,119.112208
12,1000,60,0.7053
12,2000,60,5.501706
12,3000,60,12.581251
12,4000,60,21.74012
12,5000,60,34.05312
12,6000,60,52.826197
12,7000,60,70.299914
12,8000,60,91.693647
12,9000,60,117.127429
12,10000,60,144.378563
14,1000,60,0.856754
14,2000,60,6.157638
14,3000,60,14.896603
14,4000,60,25.412029
14,5000,60,40.606056
14,6000,60,58.052954
14,7000,60,82.134296
14,8000,60,105.724496
14,9000,60,134.648553
14,10000,60,163.417244
16,1000,60,0.986997
16,2000,60,7.289897
16,3000,60,17.149635
16,4000,60,29.402857
16,5000,60,51.801236
16,6000,60,75.222694
16,7000,60,100.499442
16,8000,60,131.757283
16,9000,60,168.071079
16,10000,60,205.459158
18,1000,60,1.151914
18,2000,60,8.100457
18,3000,60,19.328084
18,4000,60,33.423673
18,5000,60,58.482226
18,6000,60,85.047855
18,7000,60,116.281773
18,8000,60,150.969274
18,9000,60,190.259893
18,10000,60,233.504935
20,1000,60,1.54574
20,2000,60,9.014137
20,3000,60,20.707007
20,4000,60,36.652586
20,5000,60,65.369508
20,6000,60,94.0812
20,7000,60,127.86223
20,8000,60,163.244338
20,9000,60,209.443279
20,10000,60,258.719478
22,1000,60,1.671993
22,2000,60,9.848728
22,3000,60,23.022633
22,4000,60,40.92818
22,5000,60,63.703628
22,6000,60,101.206963
22,7000,60,139.874815
22,8000,60,177.004721
22,9000,60,225.026415
22,10000,60,279.314298
24,1000,60,1.798363
24,2000,60,11.024525
24,3000,60,25.742111
24,4000,60,44.553277
24,5000,60,70.159001
24,6000,60,134.843413
24,7000,60,149.459393
24,8000,60,196.629162
24,9000,60,247.847928
24,10000,60,301.804167
2,1000,70,0.106993
2,2000,70,0.916183
2,3000,70,1.67854
2,4000,70,3.090268
2,5000,70,4.933095
2,6000,70,7.007912
2,7000,70,9.548099
2,8000,70,12.300471
2,9000,70,15.868781
2,10000,70,19.496154
4,1000,70,0.295279
4,2000,70,1.965592
4,3000,70,4.545512
4,4000,70,7.380681
4,5000,70,11.413377
4,6000,70,16.756873
4,7000,70,22.723808
4,8000,70,28.876321
4,9000,70,37.184065
4,10000,70,46.550764
6,1000,70,0.383365
6,2000,70,3.057971
6,3000,70,7.006974
6,4000,70,12.416573
6,5000,70,18.041141
6,6000,70,26.448727
6,7000,70,35.959102
6,8000,70,46.140216
6,9000,70,59.465151
6,10000,70,72.752851
8,1000,70,0.529035
8,2000,70,4.090802
8,3000,70,9.442683
8,4000,70,16.98572
8,5000,70,26.107117
8,6000,70,36.394035
8,7000,70,49.011782
8,8000,70,63.824418
8,9000,70,80.636407
8,10000,70,101.355902
10,1000,70,0.646592
10,2000,70,5.332107
10,3000,70,11.880793
10,4000,70,21.066762
10,5000,70,33.233704
10,6000,70,51.129133
10,7000,70,68.621784
10,8000,70,88.544829
10,9000,70,113.345031
10,10000,70,139.442925
12,1000,70,0.816922
12,2000,70,6.42294
12,3000,70,14.735565
12,4000,70,25.305646
12,5000,70,39.155995
12,6000,70,61.71326
12,7000,70,82.869067
12,8000,70,106.64689
12,9000,70,137.000948
12,10000,70,165.608094
14,1000,70,0.98018
14,2000,70,7.206482
14,3000,70,17.299214
14,4000,70,29.562747
14,5000,70,46.942912
14,6000,70,68.373181
14,7000,70,95.873121
14,8000,70,123.086163
14,9000,70,155.665243
14,10000,70,191.172291
16,1000,70,1.133754
16,2000,70,8.467409
16,3000,70,19.897681
16,4000,70,34.328064
16,5000,70,60.312455
16,6000,70,87.78592
16,7000,70,117.264524
16,8000,70,153.503805
16,9000,70,196.905596
16,10000,70,239.89408
18,1000,70,1.288028
18,2000,70,9.424085
18,3000,70,22.61358
18,4000,70,38.78366
18,5000,70,68.25602
18,6000,70,99.212796
18,7000,70,134.975586
18,8000,70,176.874558
18,9000,70,222.317872
18,10000,70,272.367306
20,1000,70,1.76719
20,2000,70,10.57051
20,3000,70,24.139216
20,4000,70,43.265489
20,5000,70,76.589367
20,6000,70,110.074681
20,7000,70,148.813871
20,8000,70,190.275857
20,9000,70,245.28875
20,10000,70,302.133339
22,1000,70,1.943779
22,2000,70,11.570514
22,3000,70,26.85306
22,4000,70,47.079222
22,5000,70,75.518551
22,6000,70,118.092704
22,7000,70,161.458037
22,8000,70,209.409472
22,9000,70,263.418851
22,10000,70,325.557265
24,1000,70,2.113215
24,2000,70,12.826472
24,3000,70,29.668345
24,4000,70,51.749194
24,5000,70,84.454177
24,6000,70,131.364096
24,7000,70,176.442307
24,8000,70,228.260761
24,9000,70,290.827348
24,10000,70,352.221763
2,1000,80,0.119252
2,2000,80,1.042427
2,3000,80,1.909985
2,4000,80,3.525881
2,5000,80,5.525518
2,6000,80,7.986211
2,7000,80,10.819878
2,8000,80,14.069928
2,9000,80,18.057284
2,10000,80,22.249569
